CustomTimestamp,UserPrincipalName,ThreatType,ThreatInstance,Department,Country,Operation,Result
2026-01-07 17:43:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-07 13:40:00,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-07 15:02:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 10:31:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 06:30:14,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 07:54:09,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 06:04:18,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 01:56:44,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 00:30:44,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 03:20:10,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 17:58:13,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 02:34:24,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 13:32:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 10:55:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-08 19:11:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 15:04:15,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 09:15:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 08:42:40,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 09:46:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 07:31:52,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 01:53:04,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 14:16:51,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-08 13:38:21,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 22:18:32,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 18:25:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 17:49:57,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 20:57:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 10:38:22,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 18:35:55,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 18:34:08,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 08:52:33,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 10:35:45,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 17:31:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 13:12:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-08 15:32:38,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 12:20:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 04:31:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 08:50:30,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 22:21:20,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 11:29:55,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 18:29:08,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 06:08:47,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 13:41:43,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 16:24:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 09:47:01,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-09 14:19:45,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 14:12:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 00:19:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 10:28:40,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 18:23:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 01:33:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 06:58:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 12:14:10,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 18:02:32,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 22:31:41,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 20:03:49,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-09 09:21:17,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 07:15:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 10:25:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 12:15:48,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 00:56:17,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 11:56:56,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 10:16:46,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 16:35:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 00:56:56,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 16:00:43,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-09 06:32:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 09:51:46,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 20:58:00,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 16:39:14,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 08:37:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 15:48:27,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 18:49:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 13:43:24,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 22:45:29,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-10 22:18:22,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 15:27:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 02:25:29,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 12:42:07,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 15:55:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 03:22:12,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 20:05:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 07:14:13,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 22:40:42,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 03:12:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 19:12:28,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-10 01:49:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 21:25:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 09:22:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 19:27:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 00:25:12,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 06:01:58,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 18:35:12,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 16:39:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 00:44:53,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 06:18:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 01:28:47,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 22:06:42,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-10 21:00:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 08:34:46,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 02:13:41,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 21:08:15,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 11:13:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 04:29:49,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 00:36:04,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 22:36:42,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 08:23:04,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 21:52:41,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 06:43:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-11 09:36:34,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 02:30:26,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 20:57:54,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 21:15:18,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 10:10:52,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 11:30:27,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 21:08:56,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 02:16:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-11 08:32:35,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 13:25:07,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 09:56:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 16:07:23,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 12:00:51,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 03:50:56,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 10:42:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 06:27:57,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 19:18:53,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 09:41:18,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-11 14:22:32,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 12:28:04,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 22:45:28,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 07:52:07,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 11:39:01,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 22:38:09,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 06:33:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 06:17:25,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 11:06:47,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-12 02:01:51,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 15:21:40,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 05:50:18,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 22:02:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 14:58:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 12:44:29,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 17:04:35,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 20:05:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 01:01:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 01:16:44,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,RU,StorageRead,Failed
2026-01-12 10:03:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 18:47:29,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 21:35:09,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 17:26:00,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 13:26:12,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 15:22:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 22:14:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 06:20:21,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-12 18:44:46,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,CN,StorageRead,Failed
2026-01-13 12:30:23,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-13 17:44:48,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-13 11:41:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
2026-01-13 03:55:23,ashley.miller@garciapablo933gmail.onmicrosoft.com,BruteForce_APT,BF_01,marketing,KP,StorageRead,Failed
