CustomTimestamp,UserPrincipalName,Department,Office,Country,Operation,Resource,Result,IP_Address,NetworkType,Device_ID,Resource_Criticality,UserProfile
2026-01-06 13:51:27,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.117.220.11,External,UNKNOWN-BYOD-1680,High,Normal
2026-01-06 09:06:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.77.119.212,External,UNKNOWN-BYOD-4526,High,Normal
2026-01-06 12:42:55,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.46.138.100,External,UNKNOWN-BYOD-9547,High,Normal
2026-01-06 17:58:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.99.71.252,External,UNKNOWN-BYOD-9410,High,Normal
2026-01-06 19:37:26,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.24.188.35,External,UNKNOWN-BYOD-6995,High,Normal
2026-01-06 12:08:27,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.4.29.34,External,UNKNOWN-BYOD-6382,High,Normal
2026-01-06 20:16:49,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.242.115.21,External,UNKNOWN-BYOD-6830,High,Normal
2026-01-06 17:07:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.53.138.31,External,UNKNOWN-BYOD-1003,High,Normal
2026-01-06 13:21:51,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.3.167.169,External,UNKNOWN-BYOD-4977,High,Normal
2026-01-06 19:07:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.85.229.233,External,UNKNOWN-BYOD-1235,High,Normal
2026-01-06 14:38:52,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.120.142.228,External,UNKNOWN-BYOD-2517,High,Normal
2026-01-07 14:22:04,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.12.242.80,External,UNKNOWN-BYOD-3741,High,Normal
2026-01-07 16:32:58,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.177.235.128,External,UNKNOWN-BYOD-6875,High,Normal
2026-01-07 11:29:25,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.172.239.89,External,UNKNOWN-BYOD-9970,High,Normal
2026-01-07 15:08:20,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.107.10.174,External,UNKNOWN-BYOD-4263,High,Normal
2026-01-07 09:40:21,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.91.79.219,External,UNKNOWN-BYOD-1961,High,Normal
2026-01-07 10:42:07,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.12.48.204,External,UNKNOWN-BYOD-3301,High,Normal
2026-01-07 16:14:34,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.74.161.245,External,UNKNOWN-BYOD-2175,High,Normal
2026-01-07 13:47:09,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.58.18.41,External,UNKNOWN-BYOD-8758,High,Normal
2026-01-07 21:32:21,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.155.15.252,External,UNKNOWN-BYOD-9704,High,Normal
2026-01-07 20:11:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.240.127.70,External,UNKNOWN-BYOD-4743,High,Normal
2026-01-07 19:45:42,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.41.152.130,External,UNKNOWN-BYOD-5759,High,Normal
2026-01-07 11:05:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.224.159.86,External,UNKNOWN-BYOD-6737,High,Normal
2026-01-07 17:43:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.135.251.200,External,UNKNOWN-BYOD-2407,High,Normal
2026-01-07 13:40:00,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.10.118.49,External,UNKNOWN-BYOD-7353,High,Normal
2026-01-07 15:02:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.40.8.2,External,UNKNOWN-BYOD-6960,High,Normal
2026-01-08 10:31:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.205.126.58,External,UNKNOWN-BYOD-9445,High,Normal
2026-01-08 06:30:14,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.232.192.30,External,UNKNOWN-BYOD-4376,High,Normal
2026-01-08 07:54:09,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.101.94.239,External,UNKNOWN-BYOD-6304,High,Normal
2026-01-08 06:04:18,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.115.251.62,External,UNKNOWN-BYOD-3380,High,Normal
2026-01-08 01:56:44,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.48.167.194,External,UNKNOWN-BYOD-9396,High,Normal
2026-01-08 00:30:44,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.39.93.133,External,UNKNOWN-BYOD-7917,High,Normal
2026-01-08 03:20:10,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.102.213.188,External,UNKNOWN-BYOD-8064,High,Normal
2026-01-08 17:58:13,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.1.82.15,External,UNKNOWN-BYOD-1072,High,Normal
2026-01-08 02:34:24,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.242.90.227,External,UNKNOWN-BYOD-6117,High,Normal
2026-01-08 13:32:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.83.254.163,External,UNKNOWN-BYOD-2312,High,Normal
2026-01-08 10:55:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.68.137.176,External,UNKNOWN-BYOD-8337,High,Normal
2026-01-08 19:11:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.144.243.181,External,UNKNOWN-BYOD-2481,High,Normal
2026-01-08 15:04:15,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.65.103.184,External,UNKNOWN-BYOD-5960,High,Normal
2026-01-08 09:15:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.227.80.40,External,UNKNOWN-BYOD-8672,High,Normal
2026-01-08 08:42:40,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.200.18.211,External,UNKNOWN-BYOD-8320,High,Normal
2026-01-08 09:46:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.232.147.218,External,UNKNOWN-BYOD-8497,High,Normal
2026-01-08 07:31:52,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.251.93.153,External,UNKNOWN-BYOD-4656,High,Normal
2026-01-08 01:53:04,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.186.86.127,External,UNKNOWN-BYOD-4191,High,Normal
2026-01-08 14:16:51,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.142.201.9,External,UNKNOWN-BYOD-6826,High,Normal
2026-01-08 13:38:21,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.208.216.167,External,UNKNOWN-BYOD-2128,High,Normal
2026-01-08 22:18:32,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.171.164.247,External,UNKNOWN-BYOD-4887,High,Normal
2026-01-08 18:25:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.32.101.36,External,UNKNOWN-BYOD-9332,High,Normal
2026-01-08 17:49:57,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.86.77.172,External,UNKNOWN-BYOD-4983,High,Normal
2026-01-08 20:57:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.107.37.158,External,UNKNOWN-BYOD-8628,High,Normal
2026-01-08 10:38:22,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.213.131.88,External,UNKNOWN-BYOD-8506,High,Normal
2026-01-08 18:35:55,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.163.250.43,External,UNKNOWN-BYOD-1868,High,Normal
2026-01-08 18:34:08,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.196.109.113,External,UNKNOWN-BYOD-9839,High,Normal
2026-01-08 08:52:33,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.102.115.235,External,UNKNOWN-BYOD-4191,High,Normal
2026-01-08 10:35:45,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.117.14.108,External,UNKNOWN-BYOD-1635,High,Normal
2026-01-08 17:31:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.204.85.118,External,UNKNOWN-BYOD-8700,High,Normal
2026-01-08 13:12:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.109.160.74,External,UNKNOWN-BYOD-1423,High,Normal
2026-01-08 15:32:38,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.219.172.213,External,UNKNOWN-BYOD-1435,High,Normal
2026-01-09 12:20:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.240.22.210,External,UNKNOWN-BYOD-2679,High,Normal
2026-01-09 04:31:11,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.223.225.141,External,UNKNOWN-BYOD-6616,High,Normal
2026-01-09 08:50:30,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.8.23.162,External,UNKNOWN-BYOD-3244,High,Normal
2026-01-09 22:21:20,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.253.1.58,External,UNKNOWN-BYOD-9768,High,Normal
2026-01-09 11:29:55,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.97.103.182,External,UNKNOWN-BYOD-7902,High,Normal
2026-01-09 18:29:08,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.156.58.91,External,UNKNOWN-BYOD-5312,High,Normal
2026-01-09 06:08:47,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.130.96.189,External,UNKNOWN-BYOD-4065,High,Normal
2026-01-09 13:41:43,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.49.90.72,External,UNKNOWN-BYOD-6396,High,Normal
2026-01-09 16:24:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.88.193.42,External,UNKNOWN-BYOD-1595,High,Normal
2026-01-09 09:47:01,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.123.47.70,External,UNKNOWN-BYOD-8413,High,Normal
2026-01-09 14:19:45,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.104.87.189,External,UNKNOWN-BYOD-3345,High,Normal
2026-01-09 14:12:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.59.152.230,External,UNKNOWN-BYOD-8215,High,Normal
2026-01-09 00:19:50,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.156.63.180,External,UNKNOWN-BYOD-4317,High,Normal
2026-01-09 10:28:40,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.56.134.70,External,UNKNOWN-BYOD-8769,High,Normal
2026-01-09 18:23:05,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.137.121.133,External,UNKNOWN-BYOD-1174,High,Normal
2026-01-09 01:33:19,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.155.91.61,External,UNKNOWN-BYOD-8241,High,Normal
2026-01-09 06:58:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.140.125.20,External,UNKNOWN-BYOD-4584,High,Normal
2026-01-09 12:14:10,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.123.80.9,External,UNKNOWN-BYOD-3791,High,Normal
2026-01-09 18:02:32,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.174.186.246,External,UNKNOWN-BYOD-6023,High,Normal
2026-01-09 22:31:41,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.114.51.207,External,UNKNOWN-BYOD-4354,High,Normal
2026-01-09 20:03:49,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.36.248.137,External,UNKNOWN-BYOD-4581,High,Normal
2026-01-09 09:21:17,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.249.110.155,External,UNKNOWN-BYOD-3899,High,Normal
2026-01-09 07:15:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.226.85.146,External,UNKNOWN-BYOD-2482,High,Normal
2026-01-09 10:25:16,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.187.152.162,External,UNKNOWN-BYOD-6036,High,Normal
2026-01-09 12:15:48,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.185.189.77,External,UNKNOWN-BYOD-6791,High,Normal
2026-01-09 00:56:17,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.239.47.103,External,UNKNOWN-BYOD-8147,High,Normal
2026-01-09 11:56:56,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.40.57.46,External,UNKNOWN-BYOD-8638,High,Normal
2026-01-09 10:16:46,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.24.205.77,External,UNKNOWN-BYOD-7128,High,Normal
2026-01-09 16:35:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.137.249.16,External,UNKNOWN-BYOD-3281,High,Normal
2026-01-09 00:56:56,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.131.81.91,External,UNKNOWN-BYOD-9474,High,Normal
2026-01-09 16:00:43,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.254.142.217,External,UNKNOWN-BYOD-8742,High,Normal
2026-01-09 06:32:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.184.248.204,External,UNKNOWN-BYOD-5385,High,Normal
2026-01-10 09:51:46,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.15.21.155,External,UNKNOWN-BYOD-3041,High,Normal
2026-01-10 20:58:00,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.81.12.115,External,UNKNOWN-BYOD-9353,High,Normal
2026-01-10 16:39:14,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.170.183.148,External,UNKNOWN-BYOD-7455,High,Normal
2026-01-10 08:37:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.239.202.160,External,UNKNOWN-BYOD-3231,High,Normal
2026-01-10 15:48:27,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.9.6.12,External,UNKNOWN-BYOD-6944,High,Normal
2026-01-10 18:49:36,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.246.234.135,External,UNKNOWN-BYOD-2529,High,Normal
2026-01-10 13:43:24,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.214.138.205,External,UNKNOWN-BYOD-7590,High,Normal
2026-01-10 22:45:29,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,KP,StorageRead,/directivos/estrategia_2026.pdf,Failed,180.43.174.40,External,UNKNOWN-BYOD-1733,High,Normal
2026-01-10 22:18:22,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.47.107.180,External,UNKNOWN-BYOD-6689,High,Normal
2026-01-10 15:27:37,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.12.9.100,External,UNKNOWN-BYOD-9865,High,Normal
2026-01-10 02:25:29,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.18.145.196,External,UNKNOWN-BYOD-9294,High,Normal
2026-01-10 12:42:07,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.252.132.35,External,UNKNOWN-BYOD-6078,High,Normal
2026-01-10 15:55:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.43.135.65,External,UNKNOWN-BYOD-1156,High,Normal
2026-01-10 03:22:12,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.72.222.84,External,UNKNOWN-BYOD-1004,High,Normal
2026-01-10 20:05:06,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.243.157.128,External,UNKNOWN-BYOD-5859,High,Normal
2026-01-10 07:14:13,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.131.132.210,External,UNKNOWN-BYOD-2892,High,Normal
2026-01-10 22:40:42,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.24.41.61,External,UNKNOWN-BYOD-3035,High,Normal
2026-01-10 03:12:03,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.86.197.136,External,UNKNOWN-BYOD-5044,High,Normal
2026-01-10 19:12:28,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,RU,StorageRead,/directivos/estrategia_2026.pdf,Failed,95.168.107.198,External,UNKNOWN-BYOD-4103,High,Normal
2026-01-10 01:49:02,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.188.50.226,External,UNKNOWN-BYOD-7448,High,Normal
2026-01-10 21:25:39,ashley.miller@garciapablo933gmail.onmicrosoft.com,marketing,Unknown,CN,StorageRead,/directivos/estrategia_2026.pdf,Failed,103.67.100.181,External,UNKNOWN-BYOD-6203,High,Normal
